time,n_v count,e_v count,w_v count,s_v count,n_avg speed,e_avg speed,w_avg speed,s_avg speed,timestamp
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616866351.7575552
2.0,1.0,0.0,0.0,7.0,3.1692784853412705,0.0,0.0,6.247785687695107,1616866351.7575552
3.0,5.0,0.0,0.0,17.0,31.20222139027496,0.0,0.0,4.256304900556319,1616866351.7575552
4.0,6.0,0.0,0.0,22.0,26.48763188990667,0.0,0.0,4.237929206954011,1616866351.7575552
5.0,6.0,0.0,0.0,22.0,26.48763188990667,0.0,0.0,3.268160866170966,1616866351.7575552
6.0,12.0,0.0,0.0,34.0,15.846342722036958,0.0,0.0,5.027178314357262,1616866351.7575552
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616871745.7074292
8.0,2.0,0.0,0.0,0.0,46.06280285136275,0.0,0.0,0.0,1616871745.7074292
9.0,7.0,0.0,0.0,5.0,45.221018690180536,0.0,0.0,18.188724068883825,1616871745.7074292
10.0,10.0,0.0,0.0,8.0,37.703950287343325,0.0,0.0,15.331480922999791,1616871745.7074292
11.0,10.0,0.0,0.0,8.0,37.703950287343325,0.0,0.0,15.331480922999791,1616871745.7074292
12.0,12.0,0.0,0.0,8.0,35.23509911926403,0.0,0.0,15.331480922999791,1616871745.7074292
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616874961.5594645
14.0,2.0,0.0,0.0,1.0,17.10815498406401,0.0,0.0,0.25796265838812,1616874961.5594645
15.0,4.0,0.0,0.0,2.0,18.8800160942041,0.0,0.0,7.646102351012852,1616874961.5594645
16.0,6.0,0.0,0.0,4.0,15.640647719121276,0.0,0.0,20.31903515924818,1616874961.5594645
17.0,6.0,0.0,0.0,9.0,15.640647719121276,0.0,0.0,9.908345175010032,1616874961.5594645
18.0,6.0,0.0,0.0,9.0,15.640647719121276,0.0,0.0,9.908345175010032,1616874961.5594645
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616877889.9913745
20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.901230600355872,1616877889.9913745
21.0,1.0,0.0,0.0,1.0,33.050745528656385,0.0,0.0,0.5484310010887923,1616877889.9913745
22.0,3.0,0.0,0.0,2.0,23.33049362840863,0.0,0.0,0.3694655461983364,1616877889.9913745
23.0,3.0,0.0,0.0,3.0,23.365227851376314,0.0,0.0,1.3686102349332503,1616877889.9913745
24.0,3.0,0.0,0.0,3.0,23.365227851376314,0.0,0.0,1.3686102349332503,1616877889.9913745
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616880272.1549027
26.0,2.0,0.0,0.0,1.0,21.30677112428545,0.0,0.0,0.400410437228957,1616880272.1549027
27.0,3.0,0.0,0.0,2.0,16.736553094317014,0.0,0.0,1.0152603573952232,1616880272.1549027
28.0,3.0,0.0,0.0,2.0,16.736553094317014,0.0,0.0,0.982516273198095,1616880272.1549027
29.0,4.0,0.0,0.0,3.0,18.21937953410064,0.0,0.0,0.997577308037212,1616880272.1549027
30.0,6.0,0.0,0.0,3.0,20.299068222585984,0.0,0.0,0.855079118204812,1616880272.1549027
31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616882075.6374104
32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616882075.6374104
33.0,2.0,0.0,0.0,2.0,54.55307196182817,0.0,0.0,4.683441004500007,1616882075.6374104
34.0,6.0,0.0,0.0,5.0,58.705118331836864,0.0,0.0,14.466358381684113,1616882075.6374104
35.0,8.0,0.0,0.0,9.0,49.25747684379329,0.0,0.0,10.416310119639828,1616882075.6374104
36.0,9.0,0.0,0.0,12.0,44.361421111715394,0.0,0.0,7.97822810287451,1616882075.6374104
